CLIENTNUM,Attrition_Flag,Attrition_Label
711692508,Attrited Customer,1
715612983,Existing Customer,0
709674333,Existing Customer,0
805522758,Existing Customer,0
781013958,Existing Customer,0
717495258,Existing Customer,0
795052083,Existing Customer,0
773389908,Existing Customer,0
719320833,Existing Customer,0
816843933,Existing Customer,0
789196158,Existing Customer,0
717930483,Attrited Customer,1
773442258,Existing Customer,0
719872833,Existing Customer,0
721491258,Existing Customer,0
770575233,Existing Customer,0
715800708,Existing Customer,0
719996958,Existing Customer,0
719889408,Existing Customer,0
708811233,Existing Customer,0
794627208,Existing Customer,0
719020983,Existing Customer,0
719131533,Existing Customer,0
710449983,Existing Customer,0
715651833,Attrited Customer,1
720714933,Existing Customer,0
789170283,Existing Customer,0
810201783,Existing Customer,0
715517733,Attrited Customer,1
709042908,Existing Customer,0
715023333,Existing Customer,0
720801033,Existing Customer,0
714345783,Existing Customer,0
779209083,Existing Customer,0
713972658,Existing Customer,0
710782458,Existing Customer,0
711142308,Existing Customer,0
824789283,Existing Customer,0
715187733,Existing Customer,0
721014858,Existing Customer,0
710363433,Existing Customer,0
715479483,Existing Customer,0
708243483,Existing Customer,0
714770808,Existing Customer,0
720626058,Existing Customer,0
709185108,Existing Customer,0
719596908,Existing Customer,0
719273733,Existing Customer,0
717348258,Existing Customer,0
770882508,Existing Customer,0
799026633,Existing Customer,0
718777008,Existing Customer,0
713352183,Existing Customer,0
716128083,Existing Customer,0
721288158,Existing Customer,0
757881258,Existing Customer,0
715843533,Existing Customer,0
717234183,Existing Customer,0
717260058,Existing Customer,0
709710783,Existing Customer,0
787284858,Existing Customer,0
815845758,Existing Customer,0
720639783,Existing Customer,0
713331408,Existing Customer,0
778693458,Attrited Customer,1
788610258,Existing Customer,0
711173883,Existing Customer,0
717628608,Existing Customer,0
789261558,Existing Customer,0
770647233,Existing Customer,0
712826208,Existing Customer,0
718181433,Existing Customer,0
714460683,Existing Customer,0
716460933,Existing Customer,0
710787708,Existing Customer,0
713800158,Existing Customer,0
712551258,Attrited Customer,1
715379133,Existing Customer,0
712091433,Existing Customer,0
771756333,Existing Customer,0
779895108,Existing Customer,0
771976683,Existing Customer,0
716800908,Existing Customer,0
789413958,Existing Customer,0
711574008,Existing Customer,0
714138408,Existing Customer,0
709334658,Existing Customer,0
709564683,Attrited Customer,1
772292358,Attrited Customer,1
712933083,Existing Customer,0
710497608,Existing Customer,0
721443408,Existing Customer,0
709149408,Existing Customer,0
708446808,Existing Customer,0
824192658,Existing Customer,0
711625683,Existing Customer,0
717487983,Existing Customer,0
717301908,Existing Customer,0
718435158,Existing Customer,0
714797733,Existing Customer,0
719213133,Existing Customer,0
798962058,Existing Customer,0
718970058,Existing Customer,0
713021208,Attrited Customer,1
810856833,Existing Customer,0
787868958,Existing Customer,0
708161133,Existing Customer,0
708174708,Existing Customer,0
708735183,Existing Customer,0
708445608,Existing Customer,0
778943883,Existing Customer,0
788810658,Existing Customer,0
789050883,Existing Customer,0
714531108,Existing Customer,0
711635358,Existing Customer,0
803648508,Existing Customer,0
813200058,Existing Customer,0
805261983,Existing Customer,0
715206408,Existing Customer,0
788684508,Existing Customer,0
737933883,Existing Customer,0
768655158,Existing Customer,0
774437583,Existing Customer,0
713104458,Attrited Customer,1
715462008,Existing Customer,0
715366083,Attrited Customer,1
712322058,Existing Customer,0
719737833,Existing Customer,0
789530208,Existing Customer,0
717885183,Existing Customer,0
716244033,Attrited Customer,1
711614658,Existing Customer,0
804598908,Existing Customer,0
719161683,Existing Customer,0
719327808,Existing Customer,0
714038433,Existing Customer,0
710129283,Existing Customer,0
709367433,Existing Customer,0
719729433,Existing Customer,0
717192933,Existing Customer,0
711734508,Existing Customer,0
715153158,Existing Customer,0
712149033,Existing Customer,0
713901108,Existing Customer,0
719415858,Existing Customer,0
719385558,Existing Customer,0
779528658,Existing Customer,0
721508283,Existing Customer,0
757753083,Existing Customer,0
797753283,Existing Customer,0
807523008,Existing Customer,0
711416958,Existing Customer,0
780865308,Existing Customer,0
708423933,Existing Customer,0
714321408,Existing Customer,0
771852483,Existing Customer,0
708185208,Existing Customer,0
714920208,Existing Customer,0
789952158,Existing Customer,0
713237958,Existing Customer,0
715956258,Existing Customer,0
769196433,Existing Customer,0
778942233,Existing Customer,0
708651933,Existing Customer,0
720467583,Existing Customer,0
716549058,Existing Customer,0
713533983,Existing Customer,0
787463508,Attrited Customer,1
710256708,Existing Customer,0
708980283,Existing Customer,0
719484408,Existing Customer,0
710023233,Existing Customer,0
789101883,Existing Customer,0
778381608,Attrited Customer,1
787492908,Existing Customer,0
709932558,Existing Customer,0
780219483,Existing Customer,0
708590658,Existing Customer,0
715143333,Existing Customer,0
801048483,Existing Customer,0
711913833,Existing Customer,0
715413483,Existing Customer,0
715750758,Existing Customer,0
714062958,Existing Customer,0
710458758,Existing Customer,0
719494983,Existing Customer,0
710586483,Attrited Customer,1
772637058,Existing Customer,0
718229133,Existing Customer,0
718423533,Existing Customer,0
781089708,Existing Customer,0
773082033,Existing Customer,0
815288583,Existing Customer,0
720431433,Existing Customer,0
709164408,Attrited Customer,1
710567508,Existing Customer,0
719427333,Existing Customer,0
714765408,Existing Customer,0
709785783,Attrited Customer,1
809290308,Existing Customer,0
779598183,Existing Customer,0
779783508,Existing Customer,0
719568333,Existing Customer,0
719207733,Existing Customer,0
715533108,Existing Customer,0
714816258,Existing Customer,0
787573683,Existing Customer,0
804310758,Existing Customer,0
792912708,Existing Customer,0
719078283,Existing Customer,0
708620283,Existing Customer,0
770985633,Existing Customer,0
780094008,Existing Customer,0
716420358,Existing Customer,0
825756333,Existing Customer,0
755273658,Existing Customer,0
709096908,Existing Customer,0
714840858,Existing Customer,0
721205508,Existing Customer,0
786493908,Existing Customer,0
803963808,Existing Customer,0
806170158,Existing Customer,0
751469808,Existing Customer,0
721055058,Existing Customer,0
709794333,Existing Customer,0
718361583,Existing Customer,0
714327183,Existing Customer,0
808909008,Existing Customer,0
716207508,Existing Customer,0
768965208,Existing Customer,0
720185058,Attrited Customer,1
715220508,Existing Customer,0
712112733,Existing Customer,0
712298883,Existing Customer,0
717813558,Attrited Customer,1
716823408,Existing Customer,0
719089383,Existing Customer,0
710039208,Existing Customer,0
780237033,Existing Customer,0
720986958,Existing Customer,0
709473708,Existing Customer,0
708593883,Existing Customer,0
710241858,Existing Customer,0
715392558,Existing Customer,0
717399183,Existing Customer,0
817925058,Existing Customer,0
716029158,Existing Customer,0
715043508,Existing Customer,0
716610558,Existing Customer,0
716768808,Existing Customer,0
795810633,Existing Customer,0
779925033,Existing Customer,0
790225758,Existing Customer,0
713879283,Existing Customer,0
715968858,Existing Customer,0
767687208,Existing Customer,0
778728783,Existing Customer,0
713637783,Existing Customer,0
718162908,Existing Customer,0
708664008,Existing Customer,0
711929058,Existing Customer,0
770781558,Existing Customer,0
790048158,Existing Customer,0
721258158,Existing Customer,0
786480183,Existing Customer,0
721378008,Existing Customer,0
786566733,Existing Customer,0
794551383,Existing Customer,0
820981383,Existing Customer,0
713366583,Existing Customer,0
767311008,Existing Customer,0
716624133,Existing Customer,0
712727283,Existing Customer,0
716059608,Existing Customer,0
708292833,Existing Customer,0
720013083,Existing Customer,0
710540883,Existing Customer,0
709212183,Existing Customer,0
713424108,Existing Customer,0
718476033,Existing Customer,0
815001108,Existing Customer,0
709802208,Existing Customer,0
713445183,Existing Customer,0
717310458,Existing Customer,0
789158433,Existing Customer,0
788761608,Existing Customer,0
709916058,Existing Customer,0
789804933,Existing Customer,0
780070833,Existing Customer,0
772776033,Existing Customer,0
719804208,Existing Customer,0
715077483,Existing Customer,0
717000858,Existing Customer,0
792402483,Existing Customer,0
712973733,Existing Customer,0
813213558,Existing Customer,0
718215033,Existing Customer,0
717207408,Existing Customer,0
711426033,Existing Customer,0
719233833,Existing Customer,0
716864733,Existing Customer,0
821168733,Existing Customer,0
710135058,Existing Customer,0
720228708,Existing Customer,0
718618458,Existing Customer,0
719470458,Attrited Customer,1
719587158,Existing Customer,0
715499808,Existing Customer,0
718589133,Existing Customer,0
789235383,Existing Customer,0
773364483,Existing Customer,0
713548158,Existing Customer,0
720264783,Existing Customer,0
715319958,Attrited Customer,1
710528583,Existing Customer,0
809990883,Existing Customer,0
714412308,Attrited Customer,1
772303458,Existing Customer,0
721243083,Attrited Customer,1
711990933,Existing Customer,0
819977058,Existing Customer,0
721467258,Existing Customer,0
719976558,Existing Customer,0
718824783,Existing Customer,0
713303733,Existing Customer,0
711129483,Existing Customer,0
779618433,Existing Customer,0
797757333,Existing Customer,0
814497483,Existing Customer,0
709623483,Existing Customer,0
709056558,Existing Customer,0
708238833,Existing Customer,0
813261408,Existing Customer,0
720424608,Existing Customer,0
798022683,Attrited Customer,1
769756983,Existing Customer,0
712674183,Existing Customer,0
708900408,Existing Customer,0
713625483,Existing Customer,0
716869458,Existing Customer,0
788723133,Existing Customer,0
794462133,Existing Customer,0
712604133,Existing Customer,0
714397983,Existing Customer,0
788269158,Existing Customer,0
715898058,Existing Customer,0
711906033,Existing Customer,0
711367308,Existing Customer,0
790186458,Existing Customer,0
712040433,Existing Customer,0
709616958,Existing Customer,0
714633858,Existing Customer,0
794818833,Existing Customer,0
711219333,Existing Customer,0
713384508,Existing Customer,0
772514808,Existing Customer,0
710808108,Existing Customer,0
778973658,Existing Customer,0
712005108,Existing Customer,0
804577833,Existing Customer,0
715028283,Existing Customer,0
789786258,Existing Customer,0
715421058,Existing Customer,0
797166633,Existing Customer,0
711041508,Existing Customer,0
712847208,Existing Customer,0
779174133,Existing Customer,0
715680933,Existing Customer,0
770871708,Existing Customer,0
772643058,Existing Customer,0
718199133,Existing Customer,0
721475133,Existing Customer,0
766322883,Existing Customer,0
771197433,Existing Customer,0
709516458,Existing Customer,0
716456808,Existing Customer,0
716819958,Existing Customer,0
779449308,Existing Customer,0
784891458,Existing Customer,0
790004883,Existing Customer,0
770262183,Existing Customer,0
715277583,Existing Customer,0
815510883,Existing Customer,0
713997183,Existing Customer,0
715107033,Existing Customer,0
720706008,Existing Customer,0
710108133,Existing Customer,0
718983333,Existing Customer,0
714030183,Existing Customer,0
710496708,Existing Customer,0
714935883,Existing Customer,0
718972758,Existing Customer,0
711827958,Existing Customer,0
778724058,Existing Customer,0
809620833,Existing Customer,0
718920708,Existing Customer,0
771051783,Existing Customer,0
715970133,Existing Customer,0
806889633,Existing Customer,0
717338733,Existing Customer,0
779223858,Existing Customer,0
769980333,Existing Customer,0
716112933,Attrited Customer,1
788783133,Existing Customer,0
816325533,Existing Customer,0
720113433,Existing Customer,0
717233058,Existing Customer,0
710233683,Existing Customer,0
778327908,Existing Customer,0
716400633,Existing Customer,0
787488108,Existing Customer,0
771649083,Existing Customer,0
789853533,Attrited Customer,1
806256333,Attrited Customer,1
796336833,Existing Customer,0
713763633,Existing Customer,0
710942358,Existing Customer,0
713974533,Existing Customer,0
787231233,Existing Customer,0
719810583,Existing Customer,0
717124983,Existing Customer,0
787523283,Existing Customer,0
719493858,Existing Customer,0
709897983,Existing Customer,0
717225258,Existing Customer,0
803148033,Existing Customer,0
779474958,Existing Customer,0
712060158,Existing Customer,0
713292933,Existing Customer,0
710982858,Existing Customer,0
714542058,Existing Customer,0
712319058,Existing Customer,0
744483633,Existing Customer,0
714947883,Existing Customer,0
788776908,Existing Customer,0
714802458,Existing Customer,0
721485708,Existing Customer,0
716378658,Existing Customer,0
713375658,Existing Customer,0
717828108,Existing Customer,0
788784258,Existing Customer,0
718875483,Existing Customer,0
811111083,Existing Customer,0
715749108,Existing Customer,0
780197133,Existing Customer,0
719146008,Attrited Customer,1
717727308,Existing Customer,0
718445883,Existing Customer,0
795997908,Existing Customer,0
710159658,Existing Customer,0
716068683,Existing Customer,0
778844433,Existing Customer,0
715161633,Existing Customer,0
773270058,Existing Customer,0
714120258,Existing Customer,0
720076458,Existing Customer,0
720693033,Attrited Customer,1
719978583,Existing Customer,0
712784058,Attrited Customer,1
717261708,Existing Customer,0
803665983,Existing Customer,0
815838633,Existing Customer,0
826706208,Existing Customer,0
721218408,Existing Customer,0
779484408,Existing Customer,0
710416533,Existing Customer,0
719706483,Existing Customer,0
712206858,Existing Customer,0
709886583,Existing Customer,0
711040758,Existing Customer,0
817197333,Existing Customer,0
718929708,Existing Customer,0
721150833,Existing Customer,0
714514983,Existing Customer,0
779888658,Existing Customer,0
715883358,Existing Customer,0
713363583,Existing Customer,0
772935108,Existing Customer,0
820075983,Existing Customer,0
721502958,Existing Customer,0
708596283,Existing Customer,0
710325258,Existing Customer,0
708823908,Existing Customer,0
826401858,Existing Customer,0
709554483,Existing Customer,0
710545158,Existing Customer,0
788621658,Existing Customer,0
716713533,Existing Customer,0
712338033,Existing Customer,0
711639708,Existing Customer,0
720216108,Existing Customer,0
718708908,Existing Customer,0
802890333,Existing Customer,0
712965183,Existing Customer,0
796170933,Existing Customer,0
712816833,Existing Customer,0
814829583,Existing Customer,0
798769458,Existing Customer,0
818034558,Existing Customer,0
719483358,Existing Customer,0
719647383,Existing Customer,0
714909108,Existing Customer,0
793678608,Existing Customer,0
720854358,Existing Customer,0
709126833,Existing Customer,0
788896983,Existing Customer,0
715731033,Existing Customer,0
717636933,Existing Customer,0
772658658,Existing Customer,0
755943033,Existing Customer,0
772399983,Existing Customer,0
826130133,Existing Customer,0
719238183,Existing Customer,0
802666083,Existing Customer,0
713682708,Existing Customer,0
712774008,Existing Customer,0
717627333,Existing Customer,0
779542608,Existing Customer,0
715322958,Existing Customer,0
779100408,Existing Customer,0
715352883,Existing Customer,0
789963033,Attrited Customer,1
710687508,Existing Customer,0
789656358,Existing Customer,0
715720083,Existing Customer,0
716584158,Existing Customer,0
815727183,Existing Customer,0
717066408,Existing Customer,0
708104658,Existing Customer,0
718016808,Existing Customer,0
814571058,Existing Customer,0
714757908,Existing Customer,0
710345808,Existing Customer,0
814752558,Existing Customer,0
721284258,Existing Customer,0
719336583,Existing Customer,0
797638383,Existing Customer,0
708434733,Existing Customer,0
711802758,Existing Customer,0
720620058,Existing Customer,0
819169683,Existing Customer,0
709757583,Existing Customer,0
789307833,Existing Customer,0
823912308,Existing Customer,0
720746208,Existing Customer,0
709121283,Existing Customer,0
714093108,Existing Customer,0
718368333,Existing Customer,0
806752533,Existing Customer,0
758521983,Existing Customer,0
779473308,Existing Customer,0
709376508,Existing Customer,0
712589658,Existing Customer,0
712141683,Existing Customer,0
712494108,Existing Customer,0
721350783,Existing Customer,0
710133858,Existing Customer,0
719152383,Existing Customer,0
715174158,Existing Customer,0
780040758,Existing Customer,0
719525358,Existing Customer,0
710892408,Existing Customer,0
713295183,Existing Customer,0
789871233,Existing Customer,0
712663533,Existing Customer,0
820906233,Existing Customer,0
821163408,Existing Customer,0
708947208,Existing Customer,0
715261458,Existing Customer,0
789310833,Existing Customer,0
818294958,Existing Customer,0
713902983,Existing Customer,0
771693933,Existing Customer,0
827984658,Attrited Customer,1
789012633,Existing Customer,0
807237783,Existing Customer,0
803408733,Existing Customer,0
824667708,Existing Customer,0
807165033,Existing Customer,0
809984133,Existing Customer,0
718949433,Existing Customer,0
751227183,Existing Customer,0
716331408,Attrited Customer,1
714199983,Existing Customer,0
774172158,Existing Customer,0
708171858,Existing Customer,0
709074108,Existing Customer,0
721304133,Existing Customer,0
787430733,Existing Customer,0
711225933,Existing Customer,0
717478983,Existing Customer,0
720949083,Existing Customer,0
712851108,Existing Customer,0
713151258,Existing Customer,0
799731033,Existing Customer,0
822138333,Existing Customer,0
708532308,Existing Customer,0
713718558,Existing Customer,0
778939683,Existing Customer,0
713322633,Existing Customer,0
754671558,Existing Customer,0
719291283,Existing Customer,0
720659283,Existing Customer,0
719535558,Existing Customer,0
771032658,Existing Customer,0
709468683,Existing Customer,0
719455908,Existing Customer,0
816890883,Existing Customer,0
709826058,Existing Customer,0
735008958,Existing Customer,0
713766183,Existing Customer,0
719148633,Existing Customer,0
789266208,Existing Customer,0
718373658,Existing Customer,0
712255458,Existing Customer,0
789494133,Existing Customer,0
714178458,Existing Customer,0
717595908,Existing Customer,0
798114033,Existing Customer,0
709479558,Existing Customer,0
778148283,Existing Customer,0
719363283,Existing Customer,0
716225433,Existing Customer,0
719882583,Existing Customer,0
711076533,Existing Customer,0
820651908,Existing Customer,0
710884683,Existing Customer,0
797468658,Existing Customer,0
716375883,Existing Customer,0
711534183,Existing Customer,0
721083258,Existing Customer,0
717986058,Existing Customer,0
804610908,Existing Customer,0
717602733,Existing Customer,0
770952933,Existing Customer,0
713233908,Existing Customer,0
755365233,Existing Customer,0
715105908,Existing Customer,0
712658283,Existing Customer,0
708796458,Existing Customer,0
713557533,Existing Customer,0
710524533,Attrited Customer,1
713412558,Existing Customer,0
720000708,Existing Customer,0
718934058,Existing Customer,0
710607408,Existing Customer,0
717613233,Existing Customer,0
821710308,Existing Customer,0
716089983,Existing Customer,0
720430083,Existing Customer,0
712071708,Existing Customer,0
770721858,Existing Customer,0
751381458,Existing Customer,0
715629783,Existing Customer,0
768886533,Existing Customer,0
711023508,Existing Customer,0
711291558,Existing Customer,0
714929283,Existing Customer,0
716285358,Existing Customer,0
710958033,Existing Customer,0
711368283,Existing Customer,0
807275733,Existing Customer,0
708231183,Existing Customer,0
789690483,Existing Customer,0
789338583,Existing Customer,0
717411483,Existing Customer,0
720799608,Existing Customer,0
714112383,Existing Customer,0
717994608,Existing Customer,0
798558783,Existing Customer,0
716875083,Existing Customer,0
714603558,Existing Customer,0
789903708,Existing Customer,0
801989733,Existing Customer,0
789504183,Existing Customer,0
714574083,Existing Customer,0
717978033,Existing Customer,0
711256908,Existing Customer,0
721023708,Existing Customer,0
714522258,Existing Customer,0
714247458,Existing Customer,0
780416433,Existing Customer,0
713644758,Existing Customer,0
712700358,Existing Customer,0
779873508,Existing Customer,0
779342958,Existing Customer,0
711738333,Existing Customer,0
709413933,Attrited Customer,1
720323208,Existing Customer,0
708132783,Existing Customer,0
713372583,Existing Customer,0
710092683,Existing Customer,0
779284833,Existing Customer,0
713426358,Existing Customer,0
717132633,Existing Customer,0
714967233,Attrited Customer,1
767587833,Existing Customer,0
714954033,Existing Customer,0
716154258,Existing Customer,0
755399433,Existing Customer,0
709876008,Existing Customer,0
709918158,Existing Customer,0
713350908,Existing Customer,0
715759458,Existing Customer,0
713976258,Existing Customer,0
790174608,Existing Customer,0
771335358,Existing Customer,0
708382083,Existing Customer,0
771829758,Existing Customer,0
767333808,Existing Customer,0
721385433,Existing Customer,0
794293908,Existing Customer,0
720409608,Existing Customer,0
717830583,Existing Customer,0
715455708,Existing Customer,0
719108358,Existing Customer,0
769323183,Existing Customer,0
820020258,Existing Customer,0
719234883,Existing Customer,0
807349158,Existing Customer,0
710799783,Existing Customer,0
778456983,Existing Customer,0
708644208,Existing Customer,0
711659958,Existing Customer,0
798988983,Existing Customer,0
710760258,Existing Customer,0
799700208,Existing Customer,0
772401933,Existing Customer,0
787460883,Attrited Customer,1
770937183,Existing Customer,0
715468083,Existing Customer,0
807161508,Existing Customer,0
772268058,Existing Customer,0
710166783,Existing Customer,0
804820233,Existing Customer,0
708758658,Existing Customer,0
714011358,Existing Customer,0
712401033,Existing Customer,0
771212508,Existing Customer,0
821150958,Existing Customer,0
792272658,Existing Customer,0
809818008,Existing Customer,0
803231058,Existing Customer,0
715698633,Existing Customer,0
720450108,Existing Customer,0
719076858,Existing Customer,0
720016308,Existing Customer,0
712443558,Existing Customer,0
711835758,Existing Customer,0
709284333,Existing Customer,0
788122533,Existing Customer,0
709206333,Attrited Customer,1
713039808,Existing Customer,0
801700233,Existing Customer,0
716815308,Existing Customer,0
821149008,Attrited Customer,1
720580383,Existing Customer,0
780202908,Existing Customer,0
787504158,Existing Customer,0
716183283,Existing Customer,0
824168808,Existing Customer,0
712936908,Existing Customer,0
719855958,Existing Customer,0
710112933,Existing Customer,0
768364233,Existing Customer,0
771725808,Existing Customer,0
780686358,Existing Customer,0
712762758,Existing Customer,0
714392808,Existing Customer,0
713089458,Existing Customer,0
826780683,Existing Customer,0
780251658,Existing Customer,0
772273983,Attrited Customer,1
737944908,Existing Customer,0
720688158,Existing Customer,0
719902908,Attrited Customer,1
771682533,Existing Customer,0
708193008,Existing Customer,0
772449858,Existing Customer,0
715992558,Existing Customer,0
708502908,Existing Customer,0
720132258,Existing Customer,0
708704433,Existing Customer,0
720906033,Existing Customer,0
719961183,Existing Customer,0
718838808,Existing Customer,0
710268858,Existing Customer,0
788360283,Existing Customer,0
717914808,Existing Customer,0
802884933,Existing Customer,0
714436383,Existing Customer,0
718785483,Existing Customer,0
708816408,Existing Customer,0
715363908,Existing Customer,0
709163358,Attrited Customer,1
827643858,Existing Customer,0
711251133,Existing Customer,0
716896833,Existing Customer,0
789193383,Existing Customer,0
712801758,Existing Customer,0
719836083,Existing Customer,0
718291233,Existing Customer,0
718682883,Existing Customer,0
771503958,Existing Customer,0
771960708,Existing Customer,0
717427983,Existing Customer,0
712737108,Existing Customer,0
771599283,Existing Customer,0
717237708,Existing Customer,0
710703708,Existing Customer,0
712513458,Existing Customer,0
709690158,Existing Customer,0
709959858,Existing Customer,0
720683958,Existing Customer,0
780704358,Existing Customer,0
717843783,Existing Customer,0
718318383,Existing Customer,0
708849858,Existing Customer,0
712652283,Existing Customer,0
793461933,Existing Customer,0
720084183,Existing Customer,0
767114958,Existing Customer,0
709216533,Existing Customer,0
720897783,Existing Customer,0
773503308,Existing Customer,0
719963433,Existing Customer,0
708139833,Attrited Customer,1
710664558,Existing Customer,0
713687508,Existing Customer,0
816312633,Existing Customer,0
712019883,Existing Customer,0
718216008,Existing Customer,0
718345233,Existing Customer,0
771228183,Existing Customer,0
789430083,Existing Customer,0
779524833,Existing Customer,0
823621083,Existing Customer,0
715563558,Existing Customer,0
715424283,Existing Customer,0
807209808,Existing Customer,0
716578158,Existing Customer,0
708911508,Existing Customer,0
717332733,Existing Customer,0
710681808,Existing Customer,0
708740808,Existing Customer,0
711728208,Existing Customer,0
720562008,Existing Customer,0
709012083,Existing Customer,0
771073908,Existing Customer,0
718174908,Existing Customer,0
709550958,Existing Customer,0
720411183,Existing Customer,0
720776508,Existing Customer,0
755615208,Existing Customer,0
708147108,Existing Customer,0
827476983,Attrited Customer,1
716682258,Existing Customer,0
708563433,Attrited Customer,1
772277508,Existing Customer,0
712515558,Existing Customer,0
719342808,Existing Customer,0
788957358,Existing Customer,0
778386033,Existing Customer,0
820060758,Existing Customer,0
713271708,Existing Customer,0
720555483,Existing Customer,0
709405758,Existing Customer,0
769463433,Existing Customer,0
786087633,Existing Customer,0
738627708,Attrited Customer,1
719527833,Existing Customer,0
715921758,Existing Customer,0
717280158,Existing Customer,0
714179658,Existing Customer,0
806637558,Existing Customer,0
714828708,Existing Customer,0
711989358,Existing Customer,0
720188508,Existing Customer,0
719528958,Existing Customer,0
713110908,Existing Customer,0
721179708,Existing Customer,0
716363658,Existing Customer,0
711443808,Existing Customer,0
778952058,Existing Customer,0
713642133,Existing Customer,0
778908783,Existing Customer,0
778170633,Existing Customer,0
714670533,Existing Customer,0
771833433,Attrited Customer,1
772758783,Existing Customer,0
788959758,Existing Customer,0
716878533,Existing Customer,0
713267133,Existing Customer,0
716263533,Existing Customer,0
719026383,Existing Customer,0
821755233,Existing Customer,0
709683633,Existing Customer,0
714318033,Existing Customer,0
828291858,Attrited Customer,1
779647608,Existing Customer,0
787605558,Existing Customer,0
771534408,Existing Customer,0
716219808,Existing Customer,0
715690908,Existing Customer,0
789125733,Existing Customer,0
717271983,Existing Customer,0
709695333,Existing Customer,0
712233183,Existing Customer,0
716645883,Existing Customer,0
711762408,Existing Customer,0
818305008,Existing Customer,0
788159433,Existing Customer,0
709104333,Existing Customer,0
708112008,Existing Customer,0
714731208,Existing Customer,0
710006958,Existing Customer,0
815062383,Existing Customer,0
778447908,Existing Customer,0
720725058,Attrited Customer,1
803415183,Existing Customer,0
708582858,Existing Customer,0
779833908,Existing Customer,0
818687958,Existing Customer,0
708714108,Existing Customer,0
754872333,Existing Customer,0
718637208,Existing Customer,0
816772908,Existing Customer,0
711935283,Attrited Customer,1
716950758,Attrited Customer,1
716497908,Existing Customer,0
809358708,Existing Customer,0
716037708,Existing Customer,0
717804783,Existing Customer,0
715338783,Existing Customer,0
779645658,Existing Customer,0
787565433,Existing Customer,0
717287883,Existing Customer,0
715746633,Existing Customer,0
720635883,Existing Customer,0
710077008,Existing Customer,0
804437658,Existing Customer,0
780000258,Existing Customer,0
825785508,Existing Customer,0
720252858,Existing Customer,0
710017758,Existing Customer,0
711750183,Existing Customer,0
718364283,Existing Customer,0
711638658,Existing Customer,0
711046383,Existing Customer,0
720877083,Existing Customer,0
715662258,Existing Customer,0
715570533,Attrited Customer,1
758202858,Existing Customer,0
712872183,Existing Customer,0
710014683,Existing Customer,0
716934333,Existing Customer,0
778523733,Existing Customer,0
716353083,Existing Customer,0
753642933,Existing Customer,0
708151008,Existing Customer,0
789646158,Existing Customer,0
712423233,Existing Customer,0
719806233,Existing Customer,0
786509358,Existing Customer,0
711502908,Existing Customer,0
748617858,Existing Customer,0
721532583,Attrited Customer,1
789244308,Existing Customer,0
709330383,Existing Customer,0
719136183,Existing Customer,0
716939358,Existing Customer,0
778155558,Existing Customer,0
713461533,Existing Customer,0
803776533,Existing Customer,0
714857508,Existing Customer,0
720348933,Existing Customer,0
721158108,Existing Customer,0
789043008,Existing Customer,0
713362158,Existing Customer,0
712623258,Attrited Customer,1
708494583,Existing Customer,0
718394658,Existing Customer,0
719398158,Existing Customer,0
711885258,Existing Customer,0
789161358,Existing Customer,0
787581858,Existing Customer,0
779198133,Existing Customer,0
708314808,Existing Customer,0
720508233,Attrited Customer,1
717134058,Existing Customer,0
783366483,Existing Customer,0
715412583,Existing Customer,0
719562108,Existing Customer,0
754457883,Existing Customer,0
742552683,Existing Customer,0
711455133,Existing Customer,0
716387733,Attrited Customer,1
772571508,Existing Customer,0
718815108,Existing Customer,0
719266158,Existing Customer,0
720708183,Existing Customer,0
767523933,Existing Customer,0
797466033,Existing Customer,0
771886233,Existing Customer,0
712612233,Existing Customer,0
716516208,Existing Customer,0
709950858,Existing Customer,0
779882508,Existing Customer,0
717472833,Existing Customer,0
712665633,Existing Customer,0
709562358,Existing Customer,0
715391433,Existing Customer,0
708722583,Existing Customer,0
720452508,Existing Customer,0
714566958,Existing Customer,0
816084333,Existing Customer,0
806179683,Existing Customer,0
806244183,Existing Customer,0
787999533,Existing Customer,0
718358808,Existing Customer,0
718474683,Existing Customer,0
716908158,Existing Customer,0
713984208,Existing Customer,0
713013483,Existing Customer,0
754599558,Existing Customer,0
788739633,Attrited Customer,1
712411908,Existing Customer,0
717538683,Existing Customer,0
709447908,Existing Customer,0
816834933,Existing Customer,0
718963158,Existing Customer,0
714358008,Existing Customer,0
720758808,Attrited Customer,1
708255633,Existing Customer,0
716101308,Existing Customer,0
715986258,Existing Customer,0
715858008,Attrited Customer,1
806226933,Existing Customer,0
708361833,Existing Customer,0
778422933,Existing Customer,0
708957183,Existing Customer,0
718000383,Existing Customer,0
714466458,Existing Customer,0
719608308,Existing Customer,0
792995808,Existing Customer,0
716211258,Existing Customer,0
779289033,Existing Customer,0
719356008,Existing Customer,0
718503108,Existing Customer,0
779661033,Existing Customer,0
813053733,Attrited Customer,1
718354683,Existing Customer,0
720529308,Attrited Customer,1
787578183,Existing Customer,0
737952333,Existing Customer,0
779498058,Existing Customer,0
799707858,Existing Customer,0
719543208,Existing Customer,0
797743233,Existing Customer,0
710658483,Attrited Customer,1
715399908,Existing Customer,0
710288883,Existing Customer,0
719912808,Existing Customer,0
720247158,Existing Customer,0
718672233,Existing Customer,0
789593058,Existing Customer,0
710278458,Attrited Customer,1
714467733,Existing Customer,0
803026008,Existing Customer,0
772000533,Existing Customer,0
