CLIENTNUM,Attrition_Flag,Attrition_Label,Cluster
718016808,Existing Customer,0,3
814571058,Existing Customer,0,3
714757908,Existing Customer,0,3
710345808,Existing Customer,0,3
814752558,Existing Customer,0,3
721284258,Existing Customer,0,3
719336583,Existing Customer,0,3
797638383,Existing Customer,0,3
708434733,Existing Customer,0,3
711802758,Existing Customer,0,3
720620058,Existing Customer,0,3
819169683,Existing Customer,0,3
709757583,Existing Customer,0,3
789307833,Existing Customer,0,3
823912308,Existing Customer,0,3
720746208,Existing Customer,0,3
709121283,Existing Customer,0,3
714093108,Existing Customer,0,3
718368333,Existing Customer,0,3
806752533,Existing Customer,0,3
758521983,Existing Customer,0,3
779473308,Existing Customer,0,3
709376508,Existing Customer,0,3
712589658,Existing Customer,0,3
712141683,Existing Customer,0,3
712494108,Existing Customer,0,3
721350783,Existing Customer,0,3
710133858,Existing Customer,0,3
719152383,Existing Customer,0,3
715174158,Existing Customer,0,3
780040758,Existing Customer,0,3
719525358,Existing Customer,0,3
710892408,Existing Customer,0,3
713295183,Existing Customer,0,3
789871233,Existing Customer,0,3
712663533,Existing Customer,0,3
820906233,Existing Customer,0,3
821163408,Existing Customer,0,3
708947208,Existing Customer,0,3
715261458,Existing Customer,0,3
789310833,Existing Customer,0,3
818294958,Existing Customer,0,3
713902983,Existing Customer,0,3
771693933,Existing Customer,0,1
827984658,Attrited Customer,1,3
789012633,Existing Customer,0,3
807237783,Existing Customer,0,3
803408733,Existing Customer,0,3
824667708,Existing Customer,0,3
807165033,Existing Customer,0,3
809984133,Existing Customer,0,3
718949433,Existing Customer,0,3
751227183,Existing Customer,0,3
716331408,Attrited Customer,1,3
714199983,Existing Customer,0,3
774172158,Existing Customer,0,3
708171858,Existing Customer,0,3
709074108,Existing Customer,0,3
721304133,Existing Customer,0,3
787430733,Existing Customer,0,3
711225933,Existing Customer,0,3
717478983,Existing Customer,0,3
720949083,Existing Customer,0,3
712851108,Existing Customer,0,3
713151258,Existing Customer,0,3
799731033,Existing Customer,0,3
822138333,Existing Customer,0,3
708532308,Existing Customer,0,3
713718558,Existing Customer,0,3
778939683,Existing Customer,0,3
713322633,Existing Customer,0,3
754671558,Existing Customer,0,3
719291283,Existing Customer,0,3
720659283,Existing Customer,0,3
719535558,Existing Customer,0,3
771032658,Existing Customer,0,3
709468683,Existing Customer,0,3
719455908,Existing Customer,0,3
816890883,Existing Customer,0,3
709826058,Existing Customer,0,3
735008958,Existing Customer,0,3
713766183,Existing Customer,0,3
719148633,Existing Customer,0,3
789266208,Existing Customer,0,3
718373658,Existing Customer,0,3
712255458,Existing Customer,0,3
789494133,Existing Customer,0,3
714178458,Existing Customer,0,3
717595908,Existing Customer,0,3
798114033,Existing Customer,0,3
709479558,Existing Customer,0,3
778148283,Existing Customer,0,3
719363283,Existing Customer,0,3
716225433,Existing Customer,0,3
719882583,Existing Customer,0,3
711076533,Existing Customer,0,3
820651908,Existing Customer,0,3
710884683,Existing Customer,0,3
797468658,Existing Customer,0,3
716375883,Existing Customer,0,3
711534183,Existing Customer,0,3
721083258,Existing Customer,0,3
717986058,Existing Customer,0,3
804610908,Existing Customer,0,3
717602733,Existing Customer,0,3
770952933,Existing Customer,0,3
713233908,Existing Customer,0,3
755365233,Existing Customer,0,3
715105908,Existing Customer,0,3
712658283,Existing Customer,0,3
708796458,Existing Customer,0,3
713557533,Existing Customer,0,3
710524533,Attrited Customer,1,3
713412558,Existing Customer,0,3
720000708,Existing Customer,0,3
718934058,Existing Customer,0,3
710607408,Existing Customer,0,3
717613233,Existing Customer,0,3
821710308,Existing Customer,0,3
716089983,Existing Customer,0,3
720430083,Existing Customer,0,3
712071708,Existing Customer,0,3
770721858,Existing Customer,0,3
751381458,Existing Customer,0,3
715629783,Existing Customer,0,3
768886533,Existing Customer,0,3
711023508,Existing Customer,0,3
711291558,Existing Customer,0,3
714929283,Existing Customer,0,3
716285358,Existing Customer,0,1
710958033,Existing Customer,0,3
711368283,Existing Customer,0,3
807275733,Existing Customer,0,3
708231183,Existing Customer,0,3
789690483,Existing Customer,0,3
789338583,Existing Customer,0,3
717411483,Existing Customer,0,3
720799608,Existing Customer,0,3
714112383,Existing Customer,0,3
717994608,Existing Customer,0,3
798558783,Existing Customer,0,3
716875083,Existing Customer,0,3
714603558,Existing Customer,0,3
789903708,Existing Customer,0,3
801989733,Existing Customer,0,3
789504183,Existing Customer,0,3
714574083,Existing Customer,0,3
717978033,Existing Customer,0,3
711256908,Existing Customer,0,3
721023708,Existing Customer,0,3
714522258,Existing Customer,0,3
714247458,Existing Customer,0,3
780416433,Existing Customer,0,3
713644758,Existing Customer,0,3
712700358,Existing Customer,0,3
779873508,Existing Customer,0,3
779342958,Existing Customer,0,3
711738333,Existing Customer,0,3
709413933,Attrited Customer,1,1
720323208,Existing Customer,0,3
708132783,Existing Customer,0,3
713372583,Existing Customer,0,3
710092683,Existing Customer,0,3
779284833,Existing Customer,0,3
713426358,Existing Customer,0,3
717132633,Existing Customer,0,3
714967233,Attrited Customer,1,3
767587833,Existing Customer,0,3
714954033,Existing Customer,0,3
716154258,Existing Customer,0,3
755399433,Existing Customer,0,3
709876008,Existing Customer,0,3
709918158,Existing Customer,0,1
713350908,Existing Customer,0,3
715759458,Existing Customer,0,3
713976258,Existing Customer,0,3
790174608,Existing Customer,0,3
771335358,Existing Customer,0,3
708382083,Existing Customer,0,3
771829758,Existing Customer,0,3
767333808,Existing Customer,0,3
721385433,Existing Customer,0,3
794293908,Existing Customer,0,3
720409608,Existing Customer,0,3
717830583,Existing Customer,0,3
715455708,Existing Customer,0,3
719108358,Existing Customer,0,3
769323183,Existing Customer,0,3
820020258,Existing Customer,0,3
719234883,Existing Customer,0,3
807349158,Existing Customer,0,3
710799783,Existing Customer,0,3
778456983,Existing Customer,0,3
708644208,Existing Customer,0,3
711659958,Existing Customer,0,3
798988983,Existing Customer,0,3
710760258,Existing Customer,0,3
799700208,Existing Customer,0,3
772401933,Existing Customer,0,3
787460883,Attrited Customer,1,3
770937183,Existing Customer,0,3
715468083,Existing Customer,0,3
807161508,Existing Customer,0,3
772268058,Existing Customer,0,3
710166783,Existing Customer,0,3
804820233,Existing Customer,0,3
708758658,Existing Customer,0,3
714011358,Existing Customer,0,3
712401033,Existing Customer,0,3
771212508,Existing Customer,0,3
821150958,Existing Customer,0,3
792272658,Existing Customer,0,3
809818008,Existing Customer,0,3
803231058,Existing Customer,0,3
715698633,Existing Customer,0,3
720450108,Existing Customer,0,3
719076858,Existing Customer,0,3
720016308,Existing Customer,0,3
712443558,Existing Customer,0,3
711835758,Existing Customer,0,3
709284333,Existing Customer,0,3
788122533,Existing Customer,0,3
709206333,Attrited Customer,1,3
713039808,Existing Customer,0,3
801700233,Existing Customer,0,3
716815308,Existing Customer,0,3
821149008,Attrited Customer,1,3
720580383,Existing Customer,0,3
780202908,Existing Customer,0,3
787504158,Existing Customer,0,3
716183283,Existing Customer,0,3
824168808,Existing Customer,0,1
712936908,Existing Customer,0,3
719855958,Existing Customer,0,3
710112933,Existing Customer,0,3
768364233,Existing Customer,0,3
771725808,Existing Customer,0,3
780686358,Existing Customer,0,3
712762758,Existing Customer,0,3
714392808,Existing Customer,0,3
713089458,Existing Customer,0,3
826780683,Existing Customer,0,3
780251658,Existing Customer,0,3
772273983,Attrited Customer,1,3
737944908,Existing Customer,0,3
720688158,Existing Customer,0,3
719902908,Attrited Customer,1,3
771682533,Existing Customer,0,3
708193008,Existing Customer,0,3
772449858,Existing Customer,0,3
715992558,Existing Customer,0,3
708502908,Existing Customer,0,3
720132258,Existing Customer,0,3
708704433,Existing Customer,0,3
720906033,Existing Customer,0,3
719961183,Existing Customer,0,3
718838808,Existing Customer,0,3
710268858,Existing Customer,0,3
788360283,Existing Customer,0,3
717914808,Existing Customer,0,3
802884933,Existing Customer,0,3
714436383,Existing Customer,0,3
718785483,Existing Customer,0,3
708816408,Existing Customer,0,3
715363908,Existing Customer,0,3
709163358,Attrited Customer,1,3
827643858,Existing Customer,0,3
711251133,Existing Customer,0,3
716896833,Existing Customer,0,3
789193383,Existing Customer,0,3
712801758,Existing Customer,0,3
719836083,Existing Customer,0,3
718291233,Existing Customer,0,3
718682883,Existing Customer,0,3
771503958,Existing Customer,0,3
771960708,Existing Customer,0,3
717427983,Existing Customer,0,3
712737108,Existing Customer,0,3
771599283,Existing Customer,0,3
717237708,Existing Customer,0,3
710703708,Existing Customer,0,3
712513458,Existing Customer,0,3
709690158,Existing Customer,0,3
709959858,Existing Customer,0,3
720683958,Existing Customer,0,3
780704358,Existing Customer,0,3
717843783,Existing Customer,0,3
718318383,Existing Customer,0,3
708849858,Existing Customer,0,3
712652283,Existing Customer,0,3
793461933,Existing Customer,0,3
720084183,Existing Customer,0,3
767114958,Existing Customer,0,3
709216533,Existing Customer,0,3
720897783,Existing Customer,0,3
773503308,Existing Customer,0,1
719963433,Existing Customer,0,3
708139833,Attrited Customer,1,3
710664558,Existing Customer,0,3
713687508,Existing Customer,0,3
816312633,Existing Customer,0,3
712019883,Existing Customer,0,3
718216008,Existing Customer,0,3
718345233,Existing Customer,0,3
771228183,Existing Customer,0,3
789430083,Existing Customer,0,3
779524833,Existing Customer,0,3
823621083,Existing Customer,0,3
715563558,Existing Customer,0,3
715424283,Existing Customer,0,3
807209808,Existing Customer,0,3
716578158,Existing Customer,0,3
708911508,Existing Customer,0,3
717332733,Existing Customer,0,3
710681808,Existing Customer,0,3
708740808,Existing Customer,0,3
711728208,Existing Customer,0,3
720562008,Existing Customer,0,3
709012083,Existing Customer,0,3
771073908,Existing Customer,0,3
718174908,Existing Customer,0,3
709550958,Existing Customer,0,3
720411183,Existing Customer,0,3
720776508,Existing Customer,0,3
755615208,Existing Customer,0,3
708147108,Existing Customer,0,3
827476983,Attrited Customer,1,1
716682258,Existing Customer,0,3
708563433,Attrited Customer,1,1
772277508,Existing Customer,0,3
712515558,Existing Customer,0,3
719342808,Existing Customer,0,3
788957358,Existing Customer,0,3
778386033,Existing Customer,0,3
820060758,Existing Customer,0,3
713271708,Existing Customer,0,3
720555483,Existing Customer,0,3
709405758,Existing Customer,0,3
769463433,Existing Customer,0,3
786087633,Existing Customer,0,3
738627708,Attrited Customer,1,3
719527833,Existing Customer,0,3
715921758,Existing Customer,0,3
717280158,Existing Customer,0,3
714179658,Existing Customer,0,3
806637558,Existing Customer,0,3
714828708,Existing Customer,0,3
711989358,Existing Customer,0,3
720188508,Existing Customer,0,3
719528958,Existing Customer,0,3
713110908,Existing Customer,0,1
721179708,Existing Customer,0,3
716363658,Existing Customer,0,3
711443808,Existing Customer,0,3
778952058,Existing Customer,0,3
713642133,Existing Customer,0,3
778908783,Existing Customer,0,3
778170633,Existing Customer,0,3
714670533,Existing Customer,0,3
771833433,Attrited Customer,1,3
772758783,Existing Customer,0,3
788959758,Existing Customer,0,3
716878533,Existing Customer,0,3
713267133,Existing Customer,0,3
716263533,Existing Customer,0,3
719026383,Existing Customer,0,3
821755233,Existing Customer,0,1
709683633,Existing Customer,0,3
714318033,Existing Customer,0,3
828291858,Attrited Customer,1,3
779647608,Existing Customer,0,3
787605558,Existing Customer,0,3
771534408,Existing Customer,0,3
716219808,Existing Customer,0,3
715690908,Existing Customer,0,3
789125733,Existing Customer,0,3
717271983,Existing Customer,0,3
709695333,Existing Customer,0,3
712233183,Existing Customer,0,3
716645883,Existing Customer,0,3
711762408,Existing Customer,0,3
818305008,Existing Customer,0,3
788159433,Existing Customer,0,3
709104333,Existing Customer,0,3
708112008,Existing Customer,0,3
714731208,Existing Customer,0,3
710006958,Existing Customer,0,3
815062383,Existing Customer,0,3
778447908,Existing Customer,0,3
720725058,Attrited Customer,1,3
803415183,Existing Customer,0,3
708582858,Existing Customer,0,3
779833908,Existing Customer,0,3
818687958,Existing Customer,0,3
708714108,Existing Customer,0,3
754872333,Existing Customer,0,3
718637208,Existing Customer,0,3
816772908,Existing Customer,0,3
711935283,Attrited Customer,1,3
716950758,Attrited Customer,1,3
716497908,Existing Customer,0,3
809358708,Existing Customer,0,3
716037708,Existing Customer,0,3
717804783,Existing Customer,0,3
715338783,Existing Customer,0,3
779645658,Existing Customer,0,3
787565433,Existing Customer,0,3
717287883,Existing Customer,0,3
715746633,Existing Customer,0,3
720635883,Existing Customer,0,3
710077008,Existing Customer,0,3
804437658,Existing Customer,0,3
780000258,Existing Customer,0,3
825785508,Existing Customer,0,3
720252858,Existing Customer,0,3
710017758,Existing Customer,0,3
711750183,Existing Customer,0,3
718364283,Existing Customer,0,3
711638658,Existing Customer,0,3
711046383,Existing Customer,0,3
720877083,Existing Customer,0,3
715662258,Existing Customer,0,3
715570533,Attrited Customer,1,3
758202858,Existing Customer,0,3
712872183,Existing Customer,0,3
710014683,Existing Customer,0,3
716934333,Existing Customer,0,3
778523733,Existing Customer,0,3
716353083,Existing Customer,0,3
753642933,Existing Customer,0,3
708151008,Existing Customer,0,3
789646158,Existing Customer,0,3
712423233,Existing Customer,0,3
719806233,Existing Customer,0,3
786509358,Existing Customer,0,3
711502908,Existing Customer,0,3
748617858,Existing Customer,0,3
721532583,Attrited Customer,1,3
789244308,Existing Customer,0,3
709330383,Existing Customer,0,3
719136183,Existing Customer,0,3
716939358,Existing Customer,0,3
778155558,Existing Customer,0,3
713461533,Existing Customer,0,3
803776533,Existing Customer,0,3
714857508,Existing Customer,0,3
720348933,Existing Customer,0,3
721158108,Existing Customer,0,3
789043008,Existing Customer,0,3
713362158,Existing Customer,0,3
712623258,Attrited Customer,1,3
708494583,Existing Customer,0,3
718394658,Existing Customer,0,3
719398158,Existing Customer,0,3
711885258,Existing Customer,0,3
789161358,Existing Customer,0,3
787581858,Existing Customer,0,3
779198133,Existing Customer,0,3
708314808,Existing Customer,0,3
720508233,Attrited Customer,1,3
717134058,Existing Customer,0,3
783366483,Existing Customer,0,3
715412583,Existing Customer,0,3
719562108,Existing Customer,0,3
754457883,Existing Customer,0,3
742552683,Existing Customer,0,3
711455133,Existing Customer,0,3
716387733,Attrited Customer,1,3
772571508,Existing Customer,0,3
718815108,Existing Customer,0,3
719266158,Existing Customer,0,3
720708183,Existing Customer,0,3
767523933,Existing Customer,0,3
797466033,Existing Customer,0,3
771886233,Existing Customer,0,3
712612233,Existing Customer,0,3
716516208,Existing Customer,0,3
709950858,Existing Customer,0,3
779882508,Existing Customer,0,3
717472833,Existing Customer,0,3
712665633,Existing Customer,0,3
709562358,Existing Customer,0,3
715391433,Existing Customer,0,3
708722583,Existing Customer,0,3
720452508,Existing Customer,0,3
714566958,Existing Customer,0,3
816084333,Existing Customer,0,3
806179683,Existing Customer,0,3
806244183,Existing Customer,0,3
787999533,Existing Customer,0,3
718358808,Existing Customer,0,3
718474683,Existing Customer,0,3
716908158,Existing Customer,0,3
713984208,Existing Customer,0,3
713013483,Existing Customer,0,3
754599558,Existing Customer,0,3
788739633,Attrited Customer,1,3
712411908,Existing Customer,0,3
717538683,Existing Customer,0,3
709447908,Existing Customer,0,3
816834933,Existing Customer,0,3
718963158,Existing Customer,0,3
714358008,Existing Customer,0,3
720758808,Attrited Customer,1,3
708255633,Existing Customer,0,3
716101308,Existing Customer,0,3
715986258,Existing Customer,0,3
715858008,Attrited Customer,1,3
806226933,Existing Customer,0,3
708361833,Existing Customer,0,3
778422933,Existing Customer,0,3
708957183,Existing Customer,0,3
718000383,Existing Customer,0,3
714466458,Existing Customer,0,3
719608308,Existing Customer,0,3
792995808,Existing Customer,0,3
716211258,Existing Customer,0,1
779289033,Existing Customer,0,3
719356008,Existing Customer,0,3
718503108,Existing Customer,0,3
779661033,Existing Customer,0,3
813053733,Attrited Customer,1,3
718354683,Existing Customer,0,3
720529308,Attrited Customer,1,3
787578183,Existing Customer,0,3
737952333,Existing Customer,0,3
779498058,Existing Customer,0,3
799707858,Existing Customer,0,3
719543208,Existing Customer,0,3
797743233,Existing Customer,0,3
710658483,Attrited Customer,1,3
715399908,Existing Customer,0,3
710288883,Existing Customer,0,3
719912808,Existing Customer,0,3
720247158,Existing Customer,0,3
718672233,Existing Customer,0,3
789593058,Existing Customer,0,3
710278458,Attrited Customer,1,3
714467733,Existing Customer,0,3
803026008,Existing Customer,0,1
772000533,Existing Customer,0,3
811035483,Attrited Customer,1,3
715480983,Existing Customer,0,3
819997983,Existing Customer,0,3
807593058,Attrited Customer,1,3
720437358,Existing Customer,0,3
719465733,Existing Customer,0,3
711978858,Existing Customer,0,3
814364808,Existing Customer,0,3
788820933,Existing Customer,0,3
713316558,Existing Customer,0,3
779856483,Existing Customer,0,3
717085983,Existing Customer,0,3
788030208,Attrited Customer,1,3
709914858,Existing Customer,0,3
716111808,Existing Customer,0,3
708618933,Existing Customer,0,3
720446508,Existing Customer,0,3
756488883,Existing Customer,0,3
708414033,Existing Customer,0,3
756727233,Existing Customer,0,3
720379533,Attrited Customer,1,3
720340383,Existing Customer,0,3
771453033,Existing Customer,0,3
708747708,Existing Customer,0,3
712460433,Existing Customer,0,3
719801508,Existing Customer,0,3
720983733,Attrited Customer,1,3
713657733,Existing Customer,0,3
709955958,Existing Customer,0,3
719099583,Attrited Customer,1,3
719513733,Existing Customer,0,3
710654808,Attrited Customer,1,3
719651358,Existing Customer,0,3
718917408,Existing Customer,0,3
808753758,Existing Customer,0,3
711699183,Existing Customer,0,3
711196458,Attrited Customer,1,3
772565883,Existing Customer,0,3
717203958,Existing Customer,0,3
769701258,Existing Customer,0,3
714933783,Existing Customer,0,3
717650133,Existing Customer,0,3
708707808,Existing Customer,0,3
717331758,Existing Customer,0,3
801385458,Existing Customer,0,3
710605458,Existing Customer,0,3
719570733,Existing Customer,0,3
708646233,Existing Customer,0,3
766006758,Existing Customer,0,3
710695083,Existing Customer,0,3
709224033,Attrited Customer,1,3
795991758,Existing Customer,0,3
709381383,Existing Customer,0,1
810321933,Existing Customer,0,3
716235783,Existing Customer,0,3
758833758,Existing Customer,0,3
713579733,Existing Customer,0,3
804649833,Existing Customer,0,3
780971583,Existing Customer,0,3
804673308,Attrited Customer,1,3
788747358,Existing Customer,0,3
713199558,Existing Customer,0,3
713777883,Existing Customer,0,3
771081558,Existing Customer,0,3
710229333,Existing Customer,0,3
720406233,Existing Customer,0,3
767784708,Attrited Customer,1,3
712052058,Existing Customer,0,3
715278708,Existing Customer,0,3
827049558,Existing Customer,0,3
710248233,Existing Customer,0,3
712146558,Existing Customer,0,3
715179933,Existing Customer,0,3
709215708,Existing Customer,0,3
710668458,Existing Customer,0,3
718828083,Existing Customer,0,3
720781158,Existing Customer,0,3
716938383,Existing Customer,0,3
709976358,Existing Customer,0,3
715688958,Existing Customer,0,3
721493883,Existing Customer,0,3
709830783,Existing Customer,0,3
715354983,Existing Customer,0,3
713532858,Existing Customer,0,3
721295658,Existing Customer,0,3
720313083,Existing Customer,0,3
720724008,Existing Customer,0,3
712828533,Existing Customer,0,3
717007458,Existing Customer,0,3
710728458,Existing Customer,0,3
717720108,Existing Customer,0,3
720648483,Existing Customer,0,3
770146008,Existing Customer,0,3
714829683,Existing Customer,0,3
717015333,Existing Customer,0,3
757837458,Existing Customer,0,3
719240358,Existing Customer,0,3
719036883,Existing Customer,0,3
714000108,Existing Customer,0,3
720786033,Existing Customer,0,3
708917133,Existing Customer,0,3
818929158,Existing Customer,0,3
709513458,Existing Customer,0,3
717705858,Existing Customer,0,3
716573058,Attrited Customer,1,3
827695683,Existing Customer,0,3
819189108,Existing Customer,0,3
716977758,Attrited Customer,1,3
714901383,Existing Customer,0,3
718500633,Existing Customer,0,3
713516433,Existing Customer,0,3
715140933,Existing Customer,0,3
712642533,Existing Customer,0,3
721498008,Existing Customer,0,3
717189183,Existing Customer,0,3
708902883,Existing Customer,0,3
817889583,Attrited Customer,1,3
717242058,Attrited Customer,1,3
715628733,Existing Customer,0,3
716613933,Existing Customer,0,1
712709508,Existing Customer,0,3
716306583,Attrited Customer,1,3
720026058,Existing Customer,0,3
756397458,Existing Customer,0,3
712644483,Existing Customer,0,3
814489683,Existing Customer,0,3
789111483,Existing Customer,0,3
709573533,Existing Customer,0,3
807137808,Existing Customer,0,3
711861258,Existing Customer,0,3
716660583,Existing Customer,0,1
717222033,Existing Customer,0,3
716617608,Existing Customer,0,3
716786808,Existing Customer,0,3
718882008,Existing Customer,0,3
770975133,Existing Customer,0,3
715234008,Existing Customer,0,3
709326183,Existing Customer,0,3
721233033,Attrited Customer,1,3
712319958,Existing Customer,0,3
712198983,Existing Customer,0,3
772103208,Existing Customer,0,3
779502333,Attrited Customer,1,3
718737708,Existing Customer,0,3
821351958,Existing Customer,0,3
716142858,Existing Customer,0,3
826079508,Existing Customer,0,3
773236983,Existing Customer,0,3
826717533,Existing Customer,0,3
789334458,Existing Customer,0,3
814092858,Existing Customer,0,3
708355683,Existing Customer,0,3
803124408,Attrited Customer,1,3
789964983,Attrited Customer,1,3
720303933,Existing Customer,0,3
708665133,Existing Customer,0,3
828236133,Existing Customer,0,3
712000758,Existing Customer,0,3
715378383,Existing Customer,0,3
769985883,Existing Customer,0,3
709297608,Attrited Customer,1,3
716971833,Existing Customer,0,3
801373833,Existing Customer,0,3
716040783,Existing Customer,0,3
817977933,Attrited Customer,1,1
827055333,Existing Customer,0,3
772116408,Existing Customer,0,3
734924658,Existing Customer,0,3
711775383,Existing Customer,0,3
715019058,Existing Customer,0,3
780715683,Existing Customer,0,3
827341383,Existing Customer,0,3
708757233,Existing Customer,0,3
710504283,Existing Customer,0,3
713919183,Existing Customer,0,3
713171358,Existing Customer,0,3
773140683,Existing Customer,0,3
716358033,Existing Customer,0,3
826410708,Existing Customer,0,3
789717708,Existing Customer,0,3
711679533,Existing Customer,0,3
711342483,Existing Customer,0,3
720242733,Existing Customer,0,3
721213833,Existing Customer,0,3
756624183,Existing Customer,0,3
717622308,Existing Customer,0,3
714629358,Attrited Customer,1,3
744307008,Existing Customer,0,3
708871158,Existing Customer,0,3
710979033,Existing Customer,0,3
818903583,Existing Customer,0,3
712980333,Existing Customer,0,3
717655458,Existing Customer,0,3
822112383,Existing Customer,0,3
711538758,Attrited Customer,1,3
719987733,Attrited Customer,1,3
719184783,Existing Customer,0,3
715857183,Existing Customer,0,3
719657583,Attrited Customer,1,3
789713208,Attrited Customer,1,3
802031583,Existing Customer,0,3
711529383,Existing Customer,0,3
715371108,Attrited Customer,1,3
712988958,Existing Customer,0,3
713005908,Existing Customer,0,3
712236483,Existing Customer,0,3
711852783,Existing Customer,0,3
780056733,Existing Customer,0,1
796903083,Attrited Customer,1,3
716014983,Existing Customer,0,1
712521783,Existing Customer,0,3
780045708,Existing Customer,0,3
719488008,Existing Customer,0,3
771575058,Existing Customer,0,3
772137183,Attrited Customer,1,3
779709033,Existing Customer,0,3
709716258,Existing Customer,0,3
737986083,Existing Customer,0,3
713343333,Existing Customer,0,3
779331558,Existing Customer,0,3
714973758,Existing Customer,0,3
718009158,Existing Customer,0,3
789597408,Existing Customer,0,3
712165308,Existing Customer,0,3
821768658,Attrited Customer,1,1
719341683,Existing Customer,0,3
708637758,Existing Customer,0,3
779974758,Existing Customer,0,3
821815458,Existing Customer,0,3
711708408,Existing Customer,0,3
812449758,Attrited Customer,1,3
715682208,Existing Customer,0,3
719914908,Existing Customer,0,3
714744783,Existing Customer,0,3
710809833,Existing Customer,0,3
720942333,Existing Customer,0,3
709423158,Existing Customer,0,3
718307433,Existing Customer,0,3
772607433,Existing Customer,0,3
801709308,Existing Customer,0,3
778502958,Existing Customer,0,3
806656083,Existing Customer,0,3
823635033,Existing Customer,0,3
718739508,Existing Customer,0,3
709272333,Existing Customer,0,3
721538883,Existing Customer,0,3
718835583,Existing Customer,0,3
827970933,Existing Customer,0,3
719888358,Existing Customer,0,3
717030633,Existing Customer,0,3
815085708,Attrited Customer,1,1
716332533,Existing Customer,0,3
822964683,Existing Customer,0,3
719335233,Existing Customer,0,3
779683683,Existing Customer,0,3
712653183,Existing Customer,0,3
715485483,Attrited Customer,1,3
788912658,Existing Customer,0,3
711396483,Existing Customer,0,3
789220008,Existing Customer,0,3
716436483,Existing Customer,0,3
717661908,Existing Customer,0,3
778459833,Existing Customer,0,3
769448658,Existing Customer,0,3
820346133,Existing Customer,0,3
720119808,Existing Customer,0,3
721523658,Existing Customer,0,3
711176133,Existing Customer,0,3
794560833,Attrited Customer,1,3
718197108,Attrited Customer,1,3
713750583,Existing Customer,0,3
769576608,Existing Customer,0,3
708626058,Existing Customer,0,3
710333883,Attrited Customer,1,3
715401633,Existing Customer,0,3
755220783,Existing Customer,0,3
789603183,Existing Customer,0,3
767564358,Existing Customer,0,3
789744033,Existing Customer,0,3
709887483,Existing Customer,0,3
779765058,Existing Customer,0,3
789177333,Attrited Customer,1,3
717262833,Existing Customer,0,3
714878508,Existing Customer,0,3
711079308,Attrited Customer,1,3
794510358,Existing Customer,0,3
715033533,Existing Customer,0,3
779400183,Existing Customer,0,3
716636808,Existing Customer,0,3
708733983,Attrited Customer,1,3
710521383,Existing Customer,0,3
720075558,Existing Customer,0,3
716468658,Existing Customer,0,3
717569283,Existing Customer,0,3
787491483,Existing Customer,0,3
779995833,Existing Customer,0,3
714215058,Existing Customer,0,3
789407958,Existing Customer,0,3
715118058,Existing Customer,0,3
713672208,Existing Customer,0,3
720865383,Existing Customer,0,3
713701533,Existing Customer,0,3
778895883,Existing Customer,0,3
719655258,Existing Customer,0,3
711205758,Attrited Customer,1,3
806264958,Existing Customer,0,3
714659133,Attrited Customer,1,3
716425833,Attrited Customer,1,3
712166583,Existing Customer,0,3
713124558,Existing Customer,0,3
714048783,Existing Customer,0,3
708784908,Existing Customer,0,3
714332658,Existing Customer,0,3
719169783,Existing Customer,0,3
718270833,Existing Customer,0,3
721268133,Existing Customer,0,3
795343683,Existing Customer,0,3
715611933,Existing Customer,0,3
711184983,Existing Customer,0,3
779601783,Existing Customer,0,3
784263558,Existing Customer,0,3
720795858,Existing Customer,0,3
756629133,Existing Customer,0,3
714387108,Existing Customer,0,3
712164333,Attrited Customer,1,3
714429258,Existing Customer,0,3
796791258,Existing Customer,0,3
711220683,Existing Customer,0,3
717582558,Existing Customer,0,3
714779733,Existing Customer,0,3
817965858,Existing Customer,0,3
717358158,Existing Customer,0,3
720301458,Existing Customer,0,3
826471458,Attrited Customer,1,3
794579658,Existing Customer,0,3
717052158,Existing Customer,0,3
818311533,Existing Customer,0,3
716156508,Existing Customer,0,3
711191808,Existing Customer,0,3
712084383,Existing Customer,0,3
788641758,Existing Customer,0,3
788768883,Existing Customer,0,3
713277783,Existing Customer,0,3
717451833,Existing Customer,0,3
712291308,Existing Customer,0,3
712852233,Existing Customer,0,3
712312908,Existing Customer,0,3
773457558,Existing Customer,0,3
716194683,Existing Customer,0,3
720563058,Existing Customer,0,3
719502183,Existing Customer,0,3
712287333,Existing Customer,0,3
716944983,Existing Customer,0,3
718115733,Existing Customer,0,3
827691858,Existing Customer,0,3
716431833,Existing Customer,0,3
717265983,Existing Customer,0,3
769578858,Existing Customer,0,3
712815858,Existing Customer,0,3
815851233,Attrited Customer,1,3
779425608,Existing Customer,0,3
811532208,Existing Customer,0,3
713896533,Existing Customer,0,3
712546233,Existing Customer,0,3
772148058,Existing Customer,0,1
771776808,Attrited Customer,1,3
715905633,Existing Customer,0,3
778282758,Existing Customer,0,3
717886008,Existing Customer,0,3
709985133,Existing Customer,0,3
709289358,Existing Customer,0,3
720457608,Existing Customer,0,3
780612558,Existing Customer,0,3
714216033,Existing Customer,0,3
710577708,Existing Customer,0,3
719462433,Existing Customer,0,3
769063308,Existing Customer,0,3
715136583,Existing Customer,0,3
710915358,Existing Customer,0,3
709841433,Existing Customer,0,3
710509758,Existing Customer,0,3
720527058,Existing Customer,0,3
711787383,Existing Customer,0,3
715824108,Existing Customer,0,3
719474583,Existing Customer,0,3
